Name,Address,prktype,restroom,Website,playground,soccer,basketball,tennis,volleyball,baseball,discgolf,dogpark,picnic,sprayground,latitude,longitude
Anderson Point River Access,"20 Anderson Point Dr, Raleigh, NC",NA,No,https://raleighnc.gov/places/anderson-point-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.77324005,-78.54288475
Apex Community Park (Lake Trail),2101 Lake Pine Drive  Apex NC,NA,Yes,https://www.apexnc.org/795/Apex-Community-Park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.74443298,-78.82086074
Bass Lake Park,"900 Bass Lake Rd., Holly Springs, NC",NA,No,http://www.hollyspringsnc.us/index.aspx?NID=320,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.64654591,-78.81567931
Cloverdale Park,"1603 Meadowbrook Dr, Garner, NC 27529",NA,No,https://www.garnernc.gov/departments/ecomic-development/living-here/recreation-and-cultural-resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.72508101,-78.61976568
Heritage High Park,"1140 Forestville Rd, Wake Forest, NC",NA,Yes,http://www.wakeforestnc.gov/heritage-high-park.aspx,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,35.94013433,-78.50736478
Koka Booth Amphitheatre,"8003 Regency Parkway, Cary, NC",NA,Yes,http://boothamphitheatre.com/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.72881685,-78.79533453
Mingo Creek Park,"100 Parkside Commons Drive, Knightdale, NC",NA,No,http://www.knightdalenc.gov/index.aspx?page=354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.79409142,-78.49611547
Mitchell Mill State tural Area,"5129 Zebulon Rd, Zebulon, NC",NA,No,https://www.ncparks.gov/falls-lake-state-recreation-area/history,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.87959433,-78.36528985
Morrisville Aquatics and Fitness Center,"1301 Morrisville Pkwy, Morrisville, NC",NA,Yes,https://www.towfmorrisville.org/government/departments-services/parks-recreation-cultural-resources/morrisville-aquatics-and-fitness-center,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,35.8099935,-78.8405269
Rodgers Family Skate Plaza at Trackside,"1290 Ambergate Station, Apex NC",NA,Yes,https://www.apexnc.org/485/Trackside-Skate-Plaza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.73798268,-78.84676554
Symphony Lake Park,"8003 Regency Pkwy., Cary, NC 27518",NA,No,http://www.towfcary.org/recreation-enjoyment/parks-greenways-environment/greenways/symphony-lake-greenway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.72881685,-78.79533453
Little River Park,"1800 W Gann Ave, Zebulon, NC",NA,No,https://www.towfzebulon.org/services/parks-and-recreation/parks-facilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.822054,-78.353573
William Freeman Park,"210 Lawrence Street, Fuquay-Vari, NC",NA,No,http://www.fuquay-vari.org/departments-and-services/parks-recreation-and-cultural-resources/parks/lawrence-street-park.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.587016,-78.805825
Eastfield Park,"13729 EASTFIELD RD HUNTERSVILLE, NC 28078",Regional,No,https://parkandrec.mecknc.gov/current-projects/park-projects/eastfield-park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.002613,-78.859086
Five Points Center for Active Adults,"2000 ble Rd, Raleigh, NC",NA,No,https://raleighnc.gov/places/five-points-center-active-adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.80838459,-78.63561983
Sw Hill Road Park,"619 Sw Hill Rd, Durham NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/Sw-Hill-Road-Park-66,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,36.11068,-78.89044
Herbert C. Young Community Center,"316 rth Academy Street, Cary, NC",NA,No,http://www.towfcary.org/Departments/Parks__Recreation___Cultural_Resources/Facilities/Community_Centers/Herbert_C__Young_Community_Center.htm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.789595,-78.78062
Black Creek Greenway Trailhead,"2055 NW Mayrd Road, Cary, NC",NA,No,http://www.towfcary.org/recreation-enjoyment/parks-greenways-environment/greenways/black-creek-greenway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.801406,-78.791817
Mill Bridge ture Park,"425 ture Park Drive, Wake Forest, NC",NA,No,http://rolesvillenc.gov/town-departments/parks-recreation/parks-facilities/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.933967,-78.483786
Falls Lake State Recreation Area - B.W. Wells Rec Area Entrance,"1630 Bent Rd, Wake Forest NC",NA,No,https://www.ncparks.gov/falls-lake-state-recreation-area,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.01758,-78.686184
Sandy Pines Preserve,"7201 Doc Proctor Rd, Wendell, NC 27591",NA,No,https://www.wakegov.com/departments-government/parks-recreation-open-space/all-parks-trails/sandy-pines-preserve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.831045,-78.390001
Veterans Park - City of Kanpolis,"119 Main St,  Kannapolis, NC",Municipal Park,No,http://www.kanpolisnc.gov/GovernmentDepartments/ParksRecreation/Parks/tabid/131/Default.aspx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.498456,-80.623884
Haymarket Nature Preserve,"11634 BROOKSHIRE BV CHARLOTTE, NC 28214",Nature Preserve,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.342724,-80.962842
James Hoyt Wilhelm Park,"19018 SMITH CR CORNELIUS, NC 28031",Town Park,Yes,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,35.480885,-80.864699
Caldwell Park,"6301 CALDWELL PARK DR CHARLOTTE, NC 28213",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.310887,-80.687191
University Meadows Park,"1705 PAVILION BV CHARLOTTE, NC 28262",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.313541,-80.713158
Mecklenburg County Aquatic Center,"800 E MARTIN LUTHER KING JR BV CHARLOTTE, NC 28202",Aquatic Center,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.217319,-80.840706
Second Ward Gymnasium,"710 E MARTIN LUTHER KING JR BV CHARLOTTE, NC 28202",Recreation Center,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.218073,-80.840814
Fuquay-Vari Downtown Dog Park,"110 Woodland Drive, Fuquay-Vari, NC",NA,No,http://www.fuquay-vari.org/departments-and-services/parks-recreation-and-cultural-resources/parks/dog-park.html,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,35.583051,-78.804481
Jones Park,"405 School Days Ln., Holly Springs, NC",NA,No,http://www.hollyspringsnc.us/index.aspx?NID=328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.737776,-78.902547
Lexie Lane Park,"301 N Dixon Street, Cary, NC",NA,Yes,http://www.towfcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Lexie_Lane_Park.htm,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,35.788974,-78.789374
Campbell Creek Park,"6601 BARCLIFF DR CHARLOTTE, NC 28212",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.21557229,-80.7350293
Camp Greene Park,"1221 ALLEGHANY ST CHARLOTTE, NC 28208",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.23773693,-80.88869823
Lincoln Heights Park,"1819 CATHERINE SIMMONS AV CHARLOTTE, NC 28216",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,35.26332247,-80.84842287
EB Moore Park,"901 MARSH RD CHARLOTTE, NC 28209",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,35.1876859,-80.85846427
Solomans Park,"3299 VENICE ST CHARLOTTE, NC 28216",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,35.26088666,-80.87117373
West Charlotte Park,"2401 KENDALL DR CHARLOTTE, NC 28216",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,Yes,35.26860158,-80.85669272
Tom Hunter Park,"919 TOM HUNTER RD CHARLOTTE, NC 28213",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,35.2782432,-80.7814112
Ramblewood Soccer Complex,"10200 NATIONS FORD RD CHARLOTTE, NC 28273",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,35.12047477,-80.90342041
Unity Park,"6401 KELSEY DR CHARLOTTE, NC 28215",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,35.25401789,-80.75338873
Wilmore Centennial Park at Southend,"1711 S TRYON ST CHARLOTTE, NC 28203",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.21453018,-80.86025255
Greenville Park,"1232 SPRING ST CHARLOTTE, NC 28206",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,35.24524227,-80.84363766
Friendship Sportsplex,"2310 CINDY LN CHARLOTTE, NC 28216",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,35.28343774,-80.85280261
Progress Park,"1301 PARKWOOD AV CHARLOTTE, NC 28205",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.23314244,-80.81260464
Clarks Creek Greenway Park,"9715 MALLARD CREEK RD CHARLOTTE, NC 28269",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.33386079,-80.77317692
Reedy Creek Park,"2900 ROCKY RIVER RD CHARLOTTE, NC 28215",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,35.27599468,-80.71807255
Clanton Park,"1520 CLANTON RD CHARLOTTE, NC 28217",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,35.20662524,-80.89361304
Dowd Park,"2521 GREENLAND AV CHARLOTTE, NC 28208",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.22592759,-80.88226878
Grayson Park,"750 BEAL ST CHARLOTTE, NC 28211",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,35.19039483,-80.79653044
Oakhurst Park,"3533 CRAIG AV CHARLOTTE, NC 28211",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,35.1911805,-80.78964427
Little Peoples Park,"1120 HARRILL ST CHARLOTTE, NC 28205",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.22798792,-80.82090819
Eastway Park,"423 EASTWAY DR CHARLOTTE, NC 28215",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,Yes,NA,NA,NA,Yes,NA,35.25204519,-80.78037755
Roosevelt Wilson Park,"420 GRIFFITH ST DAVIDSON, NC 28036",Town Park,Yes,https://www.ci.davidson.nc.us/130/Parks-Recreation,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.50292835,-80.85357316
Mary Beaty Tot Lot,"128 S MAIN ST DAVIDSON, NC 28036",Town Park,No,https://www.ci.davidson.nc.us/130/Parks-Recreation,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.49887203,-80.84870781
Forest Park Playground,"421 N FAULKNER WY DAVIDSON, NC 28036",Town Park,No,https://www.ci.davidson.nc.us/130/Parks-Recreation,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.49464562,-80.82878472
Parham Gateway Park,"710 LAKE PARK DR DAVIDSON, NC 28036",Town Park,No,https://www.ci.davidson.nc.us/130/Parks-Recreation,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.49917503,-80.8630003
Methodist Home Park,"3200 SHAMROCK DR CHARLOTTE, NC 28205",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,35.23486078,-80.77167743
Pressley Road Park,"1431 PRESSLEY RD CHARLOTTE, NC 28217",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.19648964,-80.89301502
Legion Park,"21214 LEGION ST CORNELIUS, NC 28031",Town Park,Yes,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,35.48749728,-80.86088292
Smithville Park,"19710 FERRY ST CORNELIUS, NC 28031",Town Park,Yes,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Yes,NA,NA,NA,NA,Yes,NA,NA,Yes,Yes,35.48218712,-80.86975887
Torrence Chapel Park,"21309 TORRENCE CHAPEL RD CORNELIUS, NC 28031",Town Park,Yes,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,35.49186041,-80.87831702
Westmoreland Athletic Complex,"8430 WESTMORELAND RD CORNELIUS, NC 28031",Town Park,Yes,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Yes,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,35.46148533,-80.88440406
Yacht Club Park Playground,"18625 HARBOR LIGHT BV CORNELIUS, NC 28031",Town Park,No,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.468437,-80.93308769
Jetton Park,"19000 JETTON RD CORNELIUS, NC 28078",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,35.47588109,-80.90036262
Southside Park,"645 REMOUNT RD CHARLOTTE, NC 28203",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.20825804,-80.87279274
Devonshire Park,"6330 BARRINGTON DR CHARLOTTE, NC 28215",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.24823668,-80.74576999
Theresea C. Elder Park,"6325 ROCKWELL CHURCH RD CHARLOTTE, NC 28269",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.30548575,-80.80046174
Carmel Road Park,"2365 CARMEL RD CHARLOTTE, NC 28226",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,35.13450706,-80.8063646
Pearl Street Park,"602 KENILWORTH AV CHARLOTTE, NC 28204",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.21128821,-80.83716534
Olde Providence Park,"3800 REA RD CHARLOTTE, NC 28226",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,35.10984728,-80.79843485
Tryon Hills Park,"220 W 30TH ST CHARLOTTE, NC 28206",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.24990314,-80.81711204
Seversville Park,"540 S BRUNS AV CHARLOTTE, NC 28217",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.23936151,-80.86576938
T.M. Winget Park,"12025 WINGET RD CHARLOTTE, NC 28278",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,NA,35.13011102,-81.00153666
Mecklenburg County Regional Sportsplex,"2425 SPORTS PY MATTHEWS, NC 28105",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1124134,-80.69833179
Berewick Park,"5920 DIXIE RIVER RD CHARLOTTE, NC 28208",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,35.17315788,-80.97881554
Westerly Hills Park,"3970 BRISTOL DR CHARLOTTE, NC 28208",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.23015567,-80.90364655
Wilmore Park,"900 SPRUCE ST CHARLOTTE, NC 28203",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.22109211,-80.8676105
Chantilly Park,"222 WYANOKE AV CHARLOTTE, NC 28205",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,35.20885434,-80.80989632
Tuckaseegee Park,"4820 TUCKASEEGEE RD CHARLOTTE, NC 28208",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,35.24806972,-80.90678519
Frazier Park,"1201 W 4TH ST EXT CHARLOTTE, NC 28202",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,Yes,NA,NA,35.23277179,-80.85318708
Julian Underwood Park,"5400 GALWAY DR CHARLOTTE, NC 28215",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2417576,-80.7576898
York Road Palisades Park,"15321 YORK RD CHARLOTTE, NC 28278",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.09423086,-81.02610694
Tyvola Senior Center,"2225 TYVOLA RD CHARLOTTE, NC 28210",Senior Center,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.15915374,-80.85842271
Lakewood Park,"3207 KALYNNE ST CHARLOTTE, NC 28208",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,35.25291206,-80.87844343
Pineville Lake Park,"909 LAKEVIEW DR PINEVILLE, NC 28134",Town Park,Yes,http://www.pinevillenc.gov/Departments/ParksRecreaton/tabid/103/Default.aspx,Yes,NA,Yes,NA,NA,NA,NA,Yes,NA,Yes,35.08002759,-80.89491968
Holbrook Park,"100 SHERWOOD DR HUNTERSVILLE, NC 28078",Town Park,Yes,https://www.huntersville.org/162/Parks-Recreation,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,35.4107923,-80.84525476
Archdale Park,"5400 CHERRYCREST LN CHARLOTTE, NC 28217",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.15120328,-80.88686996
Rays Splash Planet,"215 N SYCAMORE ST CHARLOTTE, NC 28202",Aquatic Center,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.23669114,-80.85253161
Double Oaks Park,"2603 DOUBLE OAKS RD CHARLOTTE, NC 28206",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.25557109,-80.83893906
Steele Creek Park,"4000 GALLANT LN CHARLOTTE, NC 28273",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.15208665,-80.95772676
Kilborne Park,"2600 KILBORNE DR CHARLOTTE, NC 28205",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,Yes,NA,Yes,Yes,NA,NA,NA,35.22185652,-80.77132357
Wingate Park,"2721 MAYFAIR AV CHARLOTTE, NC 28208",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.21380007,-80.90821712
North Charlotte Park,"3400 SPENCER ST CHARLOTTE, NC 28205",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,35.24603721,-80.79784088
Huntersville Athletic Park,"11836 VERHOEFF DR HUNTERSVILLE, NC 28078",Town Park,Yes,https://www.huntersville.org/162/Parks-Recreation,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,35.3914994,-80.8470696
Baucom Park,"601 SADIE DR MATTHEWS, NC 28105",Town Park,No,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.11140235,-80.7180233
Colonial Park,"219 PROVIDENCE RD CHARLOTTE, NC 28207",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,35.2075702,-80.82413244
Briarwood Park,"5349 WATERWOOD ST CHARLOTTE, NC 28215",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,35.25447129,-80.76666217
William R. Davie Park,"4635 PINEVILLE-MATTHEWS RD CHARLOTTE, NC 28226",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,35.08935388,-80.80600397
Sedgefield Park,"600 ELMHURST RD CHARLOTTE, NC 28209",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,35.19775738,-80.85966344
Shamrock Park,"2545 JEFF ST CHARLOTTE, NC 28205",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,35.23407898,-80.78324648
Derita Park,"3509 FREW RD CHARLOTTE, NC 28206",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,35.25804114,-80.80682326
Rice Park,"2540 RICE RD MATTHEWS, NC 28105",Town Park,No,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.13986785,-80.70586984
Veterans Park,"2136 CENTRAL AV CHARLOTTE, NC 28205",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,35.21976866,-80.80493509
Waddell Street Park,"1505 WADDELL ST CHARLOTTE, NC 28216",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.25491077,-80.84597537
Huntingtowne Farms Park,"2200 RAMBLEWOOD LN CHARLOTTE, NC 28210",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,35.12777994,-80.86357945
First Ward Park,"309 E 7TH ST CHARLOTTE, NC 28202",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,35.22758521,-80.83743827
Delta Creek Park,"7300 LINDA LAKE DR CHARLOTTE, NC 28215",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.24497362,-80.72859508
Alexander Park,"739 E 12TH ST CHARLOTTE, NC 28206",Neighborhood,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,35.22727242,-80.82777688
Cherry Park,"501 S TORRENCE ST CHARLOTTE, NC 28204",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,35.21029734,-80.83282754
Matthews-Sardis Park,"9650 SARDIS RD MATTHEWS, NC 28105",Town Park,Yes,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.12005605,-80.74352137
Squirrel Lake Park,"1631 PLEASANT PLAINS RD MATTHEWS, NC 28105",Town Park,Yes,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Yes,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,35.09805519,-80.72482901
Stumptown Park,"120 S TRADE ST MATTHEWS, NC 28105",Town Park,Yes,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,35.11479795,-80.72362428
